i_title,i_id,plot,images
Edge of Tomorrow,tt1631867,"An alien race has hit the Earth in an unrelenting assault, unbeatable by any military unit in the world. Major William Cage (Cruise) is an officer who has never seen a day of combat when he is unceremoniously dropped into what amounts to a suicide mission. Killed within minutes, Cage now finds himself inexplicably thrown into a time loop-forcing him to live out the same brutal combat over and over, fighting and dying again...and again. But with each battle, Cage becomes able to engage the adversaries with increasing skill, alongside Special Forces warrior Rita Vrataski (Blunt). And, as Cage and Vrataski take the fight to the aliens, each repeated encounter gets them one step closer to defeating the enemy!","['https://imdb-api.com/images/original/MV5BMTgwOTExNzc3M15BMl5BanBnXkFtZTgwMDkxNTU4MTE@._V1_Ratio1.5800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQzNzcyODc3Ml5BMl5BanBnXkFtZTgwNDkxNTU4MTE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTg1NTEyNDE1Nl5BMl5BanBnXkFtZTgwNjkxNTU4MTE@._V1_Ratio2.2600_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTg0NDI4MDA4NV5BMl5BanBnXkFtZTgwOTcxNTU4MTE@._V1_Ratio1.0000_AL_.jpg']"
The Terminator,tt0088247,"Sent back from a dystopian 2029--where the cold machines have conquered the entire world--to 1984 Los Angeles, the indestructible cyborg-assassin known as the ""Terminator"" commences his deadly mission to kill humankind's most important woman: the unsuspecting Sarah Connor. However, from the same war-torn post-apocalyptic future comes a battle-scarred defender--Kyle Reese, a brave soldier of the human Resistance Army--bent on stopping the cybernetic killer from eliminating the world's last hope. But, the Terminator has no feelings, he doesn't sleep, and above all, he won't stop until he carries out his grim task. Does our future lie in our past?","['https://imdb-api.com/images/original/MV5BMTk4MDg3MTMyMl5BMl5BanBnXkFtZTcwNzgzNDQyNA@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNjY4NzQzMzM4NV5BMl5BanBnXkFtZTcwODgzNDQyNA@@._V1_Ratio1.5200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTM1NzEzMzU0NF5BMl5BanBnXkFtZTcwOTgzNDQyNA@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BODA0OTg0NDgxMF5BMl5BanBnXkFtZTcwMDkzNDQyNA@@._V1_Ratio1.5200_AL_.jpg']"
Men in Black 3,tt1409024,"After breaking out of LunarMax, a moon-based maximum security prison, Boris the Animal (Jemaine Clement) decides to go back in time and eliminate the person who arrested him - Agent K (Josh Brolin). When he does so, Agent J (Will Smith) realizes that the timeline has been changed and he too travels back to July 15, 1969, the day before Agent K is killed. After overcoming some disbelief, J manages to convince young K and others of just who he is and why he's there. With the help of Griffin (Michael Stuhlbarg), a being who can see all timelines, they track Boris down. J also learns a secret, something old Agent K (Tommy Lee Jones) had never told him.","['https://imdb-api.com/images/original/MV5BMTU4NTY5NzEzNV5BMl5BanBnXkFtZTcwMjA2Nzc3Nw@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTUzNTY1OTUyMF5BMl5BanBnXkFtZTcwNTA2Nzc3Nw@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNDM5NDMyNzkwMF5BMl5BanBnXkFtZTcwNjA2Nzc3Nw@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQ0OTcxMTEzMV5BMl5BanBnXkFtZTcwODA2Nzc3Nw@@._V1_Ratio1.5000_AL_.jpg']"
Looper,tt1276104,"Joe is classified as a ""looper"", a job in which his employers use time travel to send men from the future to be killed into the past, where Joe can properly dispose of their bodies. However, to tie up loose ends and erase the evidence of his ever being a looper, Joe knows that one day his future self will be sent back for him to kill. When this day comes, Joe's future self is prepared and escapes, and the two men struggle separately in the past trying to evade capture and attempting to fulfill their own personal agendas.","['https://imdb-api.com/images/original/MV5BYmUzYzYwOTctMzVjNC00NGJlLThiZjAtNzllNjA1NmYxYTNhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjI0OTg2MjgxMV5BMl5BanBnXkFtZTcwNDMxMjQ0OA@@._V1_Ratio1.4800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTU0OTU2OTU3OV5BMl5BanBnXkFtZTcwNTMxMjQ0OA@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTM3NDIwMjM4NV5BMl5BanBnXkFtZTcwNjMxMjQ0OA@@._V1_Ratio1.4800_AL_.jpg']"
Deja Vu,tt0453467,"In the wake of a devastating terrorist attack on a slow New Orleans ferry, the A.T.F. special agent, Doug Carlin, joins an experimental top-secret government program to find the bomber. Designed to bend the very fabric of time, this state-of-the-art technology enables the user to observe a detailed representation of what happened four days and six hours in the past, tracking the target's every move prior to the attack. However, the man responsible for the deadly explosion is bound to strike again. Can Carlin figure out who he is, when he is always precisely four days behind?","['https://imdb-api.com/images/original/MV5BMjUwMTMxMzQzNV5BMl5BanBnXkFtZTcwMjgyNDYyMw@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BOTg4MzE3NDQwOV5BMl5BanBnXkFtZTcwMzgyNDYyMw@@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTUzNDc5Mjg2MV5BMl5BanBnXkFtZTcwNDgyNDYyMw@@._V1_Ratio1.3200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTg5ODkxMjkxNl5BMl5BanBnXkFtZTcwNTgyNDYyMw@@._V1_Ratio1.5000_AL_.jpg']"
The Butterfly Effect,tt0289879,"As a child, Evan Treborn was afflicted with blackouts where he would be in one place one minute and then another the next, remembering absolutely nothing in-between. Now all grown up and in college, he decides to read from an old journal he wrote to remember stuff that might have happened in the in-between, and suddenly finds himself back at a certain point in his life. He realizes that those blackouts he had were actually empty spaces of time he had to fill up later in life. Attempting to use this ability to undo unpleasant past events, Evan starts to find that every time he goes back and tries to fix things, he ends up making everything worse. How can he prevent more tragedies from happening and save the one girl he ever loved, Kayleigh (Amy Smart)?","['https://imdb-api.com/images/original/MV5BMjI0MzA0NjcxNF5BMl5BanBnXkFtZTcwNDUzNzI0NA@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTM0NjIzMjk4MV5BMl5BanBnXkFtZTcwNTUzNzI0NA@@._V1_Ratio1.5400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BODQ1MTkxMDAyMF5BMl5BanBnXkFtZTcwNzUzNzI0NA@@._V1_Ratio1.5400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTY3OTUzMTQyMF5BMl5BanBnXkFtZTcwODUzNzI0NA@@._V1_Ratio1.5400_AL_.jpg']"
X-Men: Days of Future Past,tt1877832,"In the future, the mutants and the humans who help them are slaughtered by powerful robots named Sentinels. Professor Xavier, Wolverine, Magneto, Storm, Kitty Pryde, and her friends meet at a monastery in China and Xavier explains that the invincible Sentinels were created using the DNA of Mystique that was captured in 1973 when she tried to assassinate their creator Dr. Bolivar Trask. Xavier tells that their only chance is return to 1973 using Pryde's ability to join Charles Xavier and Erik Lehnsherr to convince Mystique to give up her intention. However, only Wolverine can withstand the damages of the time travel. Will he succeed in stopping Mystique and the Sentinel Program, and save the mutants and their human friends from annihilation?","['https://imdb-api.com/images/original/MV5BMTgwMDkwMDI5N15BMl5BanBnXkFtZTgwNzQ2NzQzMjI@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTkyMjQxNjkwOV5BMl5BanBnXkFtZTgwMjA2NDI0MTE@._V1_Ratio1.4200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQyNjAxMDU0OF5BMl5BanBnXkFtZTgwMzA2NDI0MTE@._V1_Ratio1.4200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjE0OTE0NDQxOF5BMl5BanBnXkFtZTgwNDA2NDI0MTE@._V1_Ratio1.4200_AL_.jpg']"
About Time,tt2194499,"At the age of 21, Tim Lake (Domhnall Gleeson) discovers he can travel in time... The night after another unsatisfactory New Year party, Tim's father (Bill Nighy) tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life-so he decides to make his world a better place...by getting a girlfriend. Sadly, that turns out not to be as easy as you might think. Moving from the Cornwall coast to London to train as a lawyer, Tim finally meets the beautiful but insecure Mary (Rachel McAdams). They fall in love, then an unfortunate time-travel incident means he's never met her at all. So they meet for the first time again-and again-but finally, after a lot of cunning time-traveling, he wins her heart. Tim then uses his power to create the perfect romantic proposal, to save his wedding from the worst best-man speeches, to save his best friend from professional disaster and to ...","['https://imdb-api.com/images/original/MV5BMjAxMDg1OTY2M15BMl5BanBnXkFtZTgwOTk4MzYzMDE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjMxNzg2MDMzNl5BMl5BanBnXkFtZTgwMTA5MzYzMDE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTY2OTg4NTc5Ml5BMl5BanBnXkFtZTgwMjA5MzYzMDE@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQ4NjIyNjYwNV5BMl5BanBnXkFtZTgwMzA5MzYzMDE@._V1_Ratio1.5000_AL_.jpg']"
Ivan Vasilievich: Back to the Future,tt0070233,"Shurik Timofeev builds a working model of a time machine. By accident, Ivan Bunsha, an apartment complex manager, and George Miloslavsky, a petty burglar, are transferred to the 16th century Moscow, while Tsar Ivan the Terrible goes into the year 1973.","['https://imdb-api.com/images/original/MV5BNDQ3NDM2NjM5MF5BMl5BanBnXkFtZTYwNTg1OTc5._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMzhiMjU1MjMtMTE5MC00ZDY3LWE5ZTQtZGQ5YTcxZGZjZWNlXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_Ratio1.3600_AL_.jpg', 'https://imdb-api.com/images/original/MV5BM2ViZmRkN2EtYjdiNS00YTYxLWJiZTItN2Y4OGY0Y2YzODE3XkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BZDRjNmNjNmQtZjc2ZS00OWZiLThjY2QtM2I1ZjA3NGZjZjdkXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_Ratio1.4800_AL_.jpg']"
Sleeper,tt0070707,"Miles, a nebbishy clarinet player who also runs a health food store in NYC's Greenwich Village, is cryogenically frozen, and brought back - 200 years in the future, by anti-government radicals in order to assist them in their attempt to overthrow the oppressive government. When he goes off on his own, he begins to explore this brave new world, which has Orgasmatron booths to replace sex and confessional robots.","['https://imdb-api.com/images/original/MV5BMjAxMDk3Nzg0N15BMl5BanBnXkFtZTgwNzM5NDIwMjI@._V1_Ratio1.2800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTU4MjIxMDg3NV5BMl5BanBnXkFtZTgwODM5NDIwMjI@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BODIyMzY1NzI2OV5BMl5BanBnXkFtZTgwOTM5NDIwMjI@._V1_Ratio1.4000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjI2Nzc2Nzg2OV5BMl5BanBnXkFtZTgwMDQ5NDIwMjI@._V1_Ratio1.2800_AL_.jpg']"
Back to the Future Part III,tt0099088,"Stranded in 1955, Marty McFly receives written word from his friend, Doctor Emmett Brown, as to where can be found the DeLorean time machine. However, an unfortunate discovery prompts Marty to go to his friend's aid. Using the time machine, Marty travels to the old west where his friend has run afoul of a gang of thugs and has fallen in love with a local schoolteacher. Using the technology from the time, Marty and Emmett devise one last chance to send the two of them back to the future.","['https://imdb-api.com/images/original/MV5BMTcyMDc2NzM0M15BMl5BanBnXkFtZTgwMjA4OTIyMjI@._V1_Ratio1.8600_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTY0ODI4NjAxN15BMl5BanBnXkFtZTcwNzMzMTM0Ng@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNTYxOTIwMjU3MV5BMl5BanBnXkFtZTcwOTMzMTM0Ng@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTM0MzAzNTM2OV5BMl5BanBnXkFtZTcwMDQzMTM0Ng@@._V1_Ratio1.5200_AL_.jpg']"
The Time Traveler's Wife,tt0452694,"When Henry DeTamble meets Clare Abshire in a Chicago library they both understand that he is a time traveler, but she knows much more about him as he has not yet been to the times and places where they have already met. He falls in love with her, as she has already with him, but his continuing unavoidable absences while time traveling - and then returning with increasing knowledge of their future - makes things ever more difficult for Clare.","['https://imdb-api.com/images/original/MV5BMTQxMDk3MTg2MF5BMl5BanBnXkFtZTcwOTI1MDYyNw@@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQyMjkyMDgwMV5BMl5BanBnXkFtZTcwMzI1MDYyNw@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTMzNTg3MjQ0OF5BMl5BanBnXkFtZTcwNTI1MDYyNw@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTgyMDY2NjA4MF5BMl5BanBnXkFtZTcwNjI1MDYyNw@@._V1_Ratio1.5000_AL_.jpg']"
Back to the Future Part II,tt0096874,"Marty McFly has only just gotten back from the past, when he is once again picked up by Dr. Emmett Brown and sent through time to the future. Marty's job in the future is to pose as his own son to prevent him from being thrown in prison. Unfortunately, things get worse when the future changes the present.","['https://imdb-api.com/images/original/MV5BMjAzNTQyMjE5Nl5BMl5BanBnXkFtZTgwNjg0MTIyMjI@._V1_Ratio1.3400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTMxODIxNjQ5MF5BMl5BanBnXkFtZTcwNTYxNDc0NA@@._V1_Ratio1.5200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMzQzOTAxMTE2NV5BMl5BanBnXkFtZTcwNjYxNDc0NA@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTgyMTY4NDk4NV5BMl5BanBnXkFtZTcwNzYxNDc0NA@@._V1_Ratio1.5200_AL_.jpg']"
Back to the Future,tt0088763,"Marty McFly, a typical American teenager of the Eighties, is accidentally sent back to 1955 in a plutonium-powered DeLorean ""time machine"" invented by a slightly mad scientist. During his often hysterical, always amazing trip back in time, Marty must make certain his teenage parents-to-be meet and fall in love - so he can get back to the future.","['https://imdb-api.com/images/original/MV5BMjA4MzI0NzI3MF5BMl5BanBnXkFtZTcwOTc4Mzg0OQ@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjE3Nzk5NzYzMV5BMl5BanBnXkFtZTcwNTMxNDc0NA@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTM3MTA2NjQ2Nl5BMl5BanBnXkFtZTcwNzMxNDc0NA@@._V1_Ratio1.5200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTc1NjcwMzk3M15BMl5BanBnXkFtZTcwOTMxNDc0NA@@._V1_Ratio1.0000_AL_.jpg']"
The Abyss,tt0096754,"Formerly married petroleum engineers who still have some issues to work out. They are drafted to assist a gung-ho Navy SEAL with a top-secret recovery operation: a nuclear sub has been ambushed and sunk, under mysterious circumstances, in some of the deepest waters on Earth.","['https://imdb-api.com/images/original/MV5BNzA4ODY1NDMwNF5BMl5BanBnXkFtZTcwMzY5NDQ4Mw@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTkzODM1MTE3NV5BMl5BanBnXkFtZTcwNDY5NDQ4Mw@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTQ2MTcwMTc3M15BMl5BanBnXkFtZTcwNTY5NDQ4Mw@@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjE0MTI5OTc3N15BMl5BanBnXkFtZTYwNjEwODU3._V1_Ratio1.5200_AL_.jpg']"
X-Men: Dark Phoenix,tt6565702,"The X-Men. Protectors of peace. Jean Grey is one of the most beloved X-Men. But when a mission goes wrong, Jean is exposed to a dark and ancient power. This power has destroyed everything it comes in contact with, until her. Now that this power is becoming unstable, she releases it with destruction and anger. Now that this foreign power is consuming her, and the world is threatened, the X-Men have to face an important truth: they must save either the world, or their friend who threatens it.","['https://imdb-api.com/images/original/MV5BYjkwYWVkZjctYWMwNC00NzIzLTk2NjMtYzU1MjAxYTg3ZTliXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BOTVmODA5YzMtZmE4My00NzQ1LWFiOTUtMzNhNzZhMzk0YTQ5XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_Ratio2.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BOGI4MzE0ZWItYjAwZC00NTkwLTg0NTItNDRiMmY2ZGJiODczXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_Ratio2.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjNmOTE5MTktMWQ1Yi00NTJmLThkNWYtMTI4Nzk2ZWI4NzQ3XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_Ratio1.7800_AL_.jpg']"
Aquaman,tt1477834,"Born upon the shores of the surface world, Arthur Curry (Jason Momoa) discovers that he is only half human, with the other half of his blood being of Atlanteean descent, thus making him the rightful heir to the throne of the undersea kingdom of Atlantis. However, Arthur learns that Atlantis is being ruled by his malicious half-brother Orm (Patrick Wilson), who seeks to unite the seven underwater kingdoms and wage war upon the surface. With aid from Nuidis Vulko (Willem Dafoe) and the gorgeous Mera (Amber Heard), Arthur must discover the full potential of his true destiny and become Aquaman in order to save Atlantis and the surface from Orm's evil plot.","['https://imdb-api.com/images/original/MV5BMjE2MDg1OTg5NF5BMl5BanBnXkFtZTgwMTIwMTg0NjM@._V1_Ratio1.7800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjQ2MDczNzEzMV5BMl5BanBnXkFtZTgwOTE2MTgwNjM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjE3Nzk1NDMzMV5BMl5BanBnXkFtZTgwMjI2MTgwNjM@._V1_Ratio2.4000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTU2ODM3MTk2Ml5BMl5BanBnXkFtZTgwMzI2MTgwNjM@._V1_Ratio2.3800_AL_.jpg']"
Alien: Covenant,tt2316204,"In 2104, almost eleven years after the disastrous expedition to the distant moon, LV-223, in Prometheus (2012), the deep-space colonisation vessel, USCSS Covenant, is on course for the remote planet, Origae-6, with more than 2,000 colonists in cryogenic hibernation to build a new world. Instead, a rogue transmission entices the crew to a nearby habitable planet which resembles Earth. As a result, the unsuspecting crewmembers of the Covenant will have to cope with biological foes beyond human comprehension. Now, what started as a peaceful exploratory mission, will soon turn into a desperate rescue operation in uncharted space. Is there an escape from the treacherous, mysterious planet?","['https://imdb-api.com/images/original/MV5BODZjMGUxYmItMGQzOC00MzBhLThiYjAtYzIwNmNhZWUyNDM0XkEyXkFqcGdeQXVyNDg2MjUxNjM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BYzgzYWFlMmQtMjJkOS00YTNiLTliNmEtODEwMjUxNDdmY2E5XkEyXkFqcGdeQXVyNDg2MjUxNjM@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BOGY1NzYxY2ItMWEwNy00NDE2LTk5NTEtOTkyMDBkN2ZiMzkwXkEyXkFqcGdeQXVyNDg2MjUxNjM@._V1_Ratio1.4400_AL_.jpg', 'https://imdb-api.com/images/original/MV5BN2Q1ODUyYzItNDNlOC00YzM3LWE4MjItZGZkYTU5N2MxNWFiXkEyXkFqcGdeQXVyNDg2MjUxNjM@._V1_Ratio1.5000_AL_.jpg']"
Rampage,tt2231461,"Athena-1, a space station owned by gene manipulation company Energyne, is destroyed after a laboratory rat mutates and wreaks havoc. Dr. Kerry Atkins, the lone surviving crew member, is ordered by CEO Claire Wyden to retrieve research canisters containing a pathogen. Atkins is able to flee in the escape pod when the station implodes, but due to damage from the rat it disintegrates upon re-entry, killing her. The falling pieces leave a trail of debris across the United States, including the Everglades in Florida, where a canister is consumed by an American crocodile, and a forest in Wyoming, where a gray wolf is exposed to the pathogen. Primatologist Davis Okoye, a former US Army Special Forces soldier and member of an anti-poaching unit, works at the San Diego Wildlife Sanctuary. He has befriended a rare albino western lowland gorilla named George, having saved him from poachers, and communicates with George using sign language and hand gestures. At night, one of the canisters crash-lands in George's habitat, and George is exposed to the pathogen..","['https://imdb-api.com/images/original/MV5BMTAyMzA2MTcwNDFeQTJeQWpwZ15BbWU4MDQxOTkyMDUz._V1_Ratio1.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTE0MDg3Njc5MzleQTJeQWpwZ15BbWU4MDA5ODkyMDUz._V1_Ratio2.3800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNDUxMmQxOGMtZDE1MS00ZDAxLTgwMjQtYzg0ZjU1YThmNzY0XkEyXkFqcGdeQXVyODYwMzA2ODY@._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BOTA2ZDU1ZWEtYjM4Zi00NDAxLWFiMzMtNTBiN2RlMjY2ZWI2XkEyXkFqcGdeQXVyODYwMzA2ODY@._V1_Ratio1.5000_AL_.jpg']"
Watchmen,tt0409459,"It's 1985 in an alternate reality. The Watchmen - comprised of the Comedian, Dr. Manhattan, Nite Owl II, Ozymandias, Rorschach and Silk Spectre II - are a disparate band of masked superheroes, modeled after the Minutemen, who were masked superheroes of a generation earlier, most of who are dead or afflicted by the ravages of life. The Comedian belongs to both groups. Despite the activities of the Watchmen leading to the west winning the Vietnam War which in turn has kept Richard Nixon in the White House, Nixon has now outlawed masks, resulting in the Watchmen disbanding and going into retirement, most hiding their Watchmen past under their human identities. However, the Comedian, in his human persona of Eddie Blake, and Dr. Manhattan - former physicist Jon Osterman who obtained his superhero powers through a scientific accident which almost killed him - now work for the government. Dr. Manhattan's powers in particular have kept a watch over nuclear proliferation, as he is able to stop any nuclear attack. Regardless, the Cold War is at its height with recent Soviet posturing regarding nuclear bomb buildup. In her human persona of Laurie Jupiter, Silk Spectre II is Dr. Manhattan's assistant and lover, as much as they can be in Dr. Manhattan's now non-human state. Meanwhile, Ozymandias has come out to the world as wealthy genius Adrian Veidt, capitalizing on his Ozymandias identity to better the world, and Rorschach continues to work as a vigilante, although one wanted by the law despite he the reason that many criminals are behind bars. When Blake is murdered, Rorschach, as the only one still on the streets, believes the murderer is out to kill all the Watchmen, despite any number of people wanting to kill the Comedian for being a misogynist. Evidence points to it perhaps having something to do with an imminent attempt of nuclear annihilation. Rorschach has to convince his colleagues, who he has not seen since their superhero days, of the validity of his theory for them to come out of retirement, which is no easy task. If they do, which will require them to overcome external forces which seem to be conspiring against them, they will have to discover both who killed the Comedian and why before they befall the same fate as him and/or before the mastermind is able to exact his larger grand plan.","['https://imdb-api.com/images/original/MV5BYjA4OGNlMDEtMGUwMi00MzM5LTk0NzctMTA0ZTc0NDNiZmI3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_Ratio1.4800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BYTYwOTgxZTgtNTkzYi00NmNhLThmMDgtZjcyYjdkYmE1ZGJhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_Ratio1.6000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjI5NzU3OTUyMF5BMl5BanBnXkFtZTgwOTM2OTA4NDM@._V1_Ratio1.4800_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTk0MzY3MjExNV5BMl5BanBnXkFtZTcwNjU3MzIzMg@@._V1_Ratio1.4800_AL_.jpg']"
Inuyashiki,tt6340500,"Inuyashiki Ichirou is down on his luck. While only 58 years old, his geriatric looks often have him written off as a pathetic old man by the world around him and he's constantly ignored and disrespected by his family despite all that he's done to support them. On top of everything else, his doctor has revealed that he has cancer and it appears that he has little time left in this world. But just when it seems things couldn't get any worse, a blinding light in the night sky strikes the earth where Ichirou stands. He later wakes up to find himself unscathed, but he soon starts to notice that there's something... different about himself. However, it turns out that these strange, new changes are just what Ichirou needs to take a new lease on life and now it seems like there's nothing to stop him from being a hero worthy of the respect that he never had before... unless, that is, there was someone else out there with these same changes...","['https://imdb-api.com/images/original/MV5BNmI1YzZlYzItYjViYy00NjA2LThiMDAtNTdmMTBhZmUwOGIwXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_Ratio1.0000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMzYzNmRmNzAtZjNmOS00NDg0LTgxYzItZGY0YThkMGIyMTc3XkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BYTEzOWViZWYtZWNiMC00NGM1LTg2NTQtNWQ2YzQ1NmUzZTc4XkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_Ratio1.5200_AL_.jpg', 'https://imdb-api.com/images/original/MV5BYTdmOWQwNWItMTcxNi00MmEyLWE2NGMtZmQyY2JjNmNhNjVhXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_Ratio1.5000_AL_.jpg']"
Avengers: Endgame,tt4154796,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos's actions and undo the chaos to the universe, no matter what consequences may be in store, and no matter who they face...","['https://imdb-api.com/images/original/MV5BMTlmOGE2ZWMtODA4MS00M2Q0LTg5MDktYzY2MmYzOWRhZWVlXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_Ratio1.9000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BNDQ1YjBkNGEtYzUxZi00NzUyLTgwZGUtYmFhZTkzYTJkOTk0XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_Ratio1.9000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BZmRmNjhmOGItNWMzNi00NTMyLTgzZTktY2UxMzQ4YjhhN2YxXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_Ratio1.9000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BZGFmYWU1OGUtYmUxNS00N2E4LTkxYmMtZGYxM2NmYzhjZjJkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_Ratio1.9000_AL_.jpg']"
Black Panther,tt1825683,"After the events of Captain America: Civil War, Prince T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new king. However, T'Challa soon finds that he is challenged for the throne from factions within his own country. When two foes conspire to destroy Wakanda, the hero known as Black Panther must team up with C.I.A. agent Everett K. Ross and members of the Dora Milaje, Wakandan special forces, to prevent Wakanda from being dragged into a world war.","['https://imdb-api.com/images/original/MV5BMTA5MDIxMzA5MjNeQTJeQWpwZ15BbWU4MDUzNzAzOTQz._V1_Ratio1.5000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjE5NzU5MzcwMF5BMl5BanBnXkFtZTgwNjM3MDM5NDM@._V1_Ratio1.9000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMTUyMDQzODM4MV5BMl5BanBnXkFtZTgwNzM3MDM5NDM@._V1_Ratio1.9000_AL_.jpg', 'https://imdb-api.com/images/original/MV5BMjIzNzYwNjkyOF5BMl5BanBnXkFtZTgwODM3MDM5NDM@._V1_Ratio1.9000_AL_.jpg']"
